Order Date,Order Date,Customer ID,Segment,City,State,State_code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
17-09-2012,Standard Class,TB-21520,Consumer,Philadelphia,Pennsylvania,PA,East,Office Supplies,Envelopes,3.264,2,0.2,1.1016
17-09-2012,Standard Class,TB-21520,Consumer,Philadelphia,Pennsylvania,PA,East,Office Supplies,Art,86.304,6,0.2,9.7092
17-09-2012,Standard Class,TB-21520,Consumer,Philadelphia,Pennsylvania,PA,East,Office Supplies,Binders,6.858,6,0.7,-5.715
17-09-2012,Standard Class,TB-21520,Consumer,Philadelphia,Pennsylvania,PA,East,Office Supplies,Art,15.76,2,0.2,3.546
20-10-2014,Second Class,MA-17560,Home Office,Houston,Texas,TX,Central,Office Supplies,Paper,29.472,3,0.2,9.9468
09-12-2013,First Class,GH-14485,Corporate,Richardson,Texas,TX,Central,Technology,Phones,1097.544,7,0.2,123.4737
09-12-2013,First Class,GH-14485,Corporate,Richardson,Texas,TX,Central,Furniture,Furnishings,190.92,5,0.6,-147.963
27-12-2012,Standard Class,SN-20710,Home Office,Houston,Texas,TX,Central,Office Supplies,Envelopes,113.328,9,0.2,35.415
27-12-2012,Standard Class,SN-20710,Home Office,Houston,Texas,TX,Central,Furniture,Bookcases,532.3992,3,0.32,-46.9764
27-12-2012,Standard Class,SN-20710,Home Office,Houston,Texas,TX,Central,Furniture,Chairs,212.058,3,0.3,-15.147
27-12-2012,Standard Class,SN-20710,Home Office,Houston,Texas,TX,Central,Technology,Phones,371.168,4,0.2,41.7564
11-09-2014,Standard Class,LC-16930,Corporate,Naperville,Illinois,IL,Central,Technology,Phones,147.168,4,0.2,16.5564
18-07-2013,Standard Class,RA-19885,Corporate,Los Angeles,California,CA,West,Office Supplies,Storage,77.88,2,0,3.894
20-09-2014,Standard Class,ES-14080,Corporate,Melbourne,Florida,FL,South,Office Supplies,Storage,95.616,2,0.2,9.5616
12-03-2013,First Class,ON-18715,Corporate,Eagan,Minnesota,MN,Central,Technology,Accessories,45.98,2,0,19.7714
12-03-2013,First Class,ON-18715,Corporate,Eagan,Minnesota,MN,Central,Office Supplies,Binders,17.46,2,0,8.2062
20-10-2011,Second Class,PO-18865,Consumer,Westland,Michigan,MI,Central,Office Supplies,Storage,211.96,4,0,8.4784
21-06-2013,Standard Class,LH-16900,Consumer,Dover,Delaware,DE,East,Technology,Accessories,45,3,0,4.95
21-06-2013,Standard Class,LH-16900,Consumer,Dover,Delaware,DE,East,Technology,Phones,21.8,2,0,6.104
18-04-2012,Standard Class,DP-13000,Consumer,New Albany,Indiana,IN,Central,Office Supplies,Binders,38.22,6,0,17.9634
18-04-2012,Standard Class,DP-13000,Consumer,New Albany,Indiana,IN,Central,Office Supplies,Labels,75.18,6,0,35.3346
18-04-2012,Standard Class,DP-13000,Consumer,New Albany,Indiana,IN,Central,Furniture,Furnishings,6.16,2,0,2.9568
18-04-2012,Standard Class,DP-13000,Consumer,New Albany,Indiana,IN,Central,Furniture,Chairs,89.99,1,0,17.0981
12-12-2013,Standard Class,JM-15265,Corporate,New York City,New York,NY,East,Office Supplies,Fasteners,15.26,7,0,6.2566
12-12-2013,Standard Class,JM-15265,Corporate,New York City,New York,NY,East,Technology,Phones,1029.95,5,0,298.6855
18-06-2013,First Class,TB-21055,Consumer,Troy,New York,NY,East,Office Supplies,Storage,208.56,6,0,52.14
18-06-2013,First Class,TB-21055,Consumer,Troy,New York,NY,East,Office Supplies,Paper,32.4,5,0,15.552
18-06-2013,First Class,TB-21055,Consumer,Troy,New York,NY,East,Furniture,Chairs,319.41,5,0.1,7.098
18-06-2013,First Class,TB-21055,Consumer,Troy,New York,NY,East,Office Supplies,Paper,14.56,2,0,6.9888
18-06-2013,First Class,TB-21055,Consumer,Troy,New York,NY,East,Technology,Accessories,30,2,0,3.3
18-06-2013,First Class,TB-21055,Consumer,Troy,New York,NY,East,Office Supplies,Binders,48.48,4,0.2,16.362
18-06-2013,First Class,TB-21055,Consumer,Troy,New York,NY,East,Office Supplies,Art,1.68,1,0,0.84
24-11-2012,Standard Class,KM-16720,Consumer,Los Angeles,California,CA,West,Technology,Accessories,13.98,2,0,6.1512
24-11-2012,Standard Class,KM-16720,Consumer,Los Angeles,California,CA,West,Office Supplies,Binders,25.824,6,0.2,9.3612
24-11-2012,Standard Class,KM-16720,Consumer,Los Angeles,California,CA,West,Office Supplies,Paper,146.73,3,0,68.9631
24-11-2012,Standard Class,KM-16720,Consumer,Los Angeles,California,CA,West,Furniture,Furnishings,79.76,4,0,22.3328
30-04-2012,Standard Class,PS-18970,Home Office,Chicago,Illinois,IL,Central,Furniture,Chairs,213.115,5,0.3,-15.2225
05-12-2011,Standard Class,BS-11590,Corporate,Gilbert,Arizona,AZ,West,Office Supplies,Art,1113.024,8,0.2,111.3024
05-12-2011,Standard Class,BS-11590,Corporate,Gilbert,Arizona,AZ,West,Technology,Phones,167.968,4,0.2,62.988
05-06-2013,First Class,KD-16270,Consumer,Springfield,Virginia,VA,South,Office Supplies,Paper,75.88,2,0,35.6636
19-09-2013,Standard Class,HM-14980,Consumer,New York City,New York,NY,East,Office Supplies,Binders,4.616,1,0.2,1.731
15-09-2014,Second Class,TB-21520,Consumer,Jackson,Michigan,MI,Central,Office Supplies,Paper,19.05,3,0,8.763
26-04-2012,Standard Class,JE-15745,Consumer,Memphis,Tennessee,TN,South,Furniture,Chairs,831.936,8,0.2,-114.3912
26-04-2012,Standard Class,JE-15745,Consumer,Memphis,Tennessee,TN,South,Furniture,Furnishings,97.04,2,0.2,1.213
26-04-2012,Standard Class,JE-15745,Consumer,Memphis,Tennessee,TN,South,Office Supplies,Storage,72.784,1,0.2,-18.196
10-12-2014,First Class,KB-16600,Corporate,Houston,Texas,TX,Central,Office Supplies,Binders,1.248,3,0.8,-1.9344
10-12-2014,First Class,KB-16600,Corporate,Houston,Texas,TX,Central,Furniture,Furnishings,9.708,3,0.6,-5.8248
10-12-2014,First Class,KB-16600,Corporate,Houston,Texas,TX,Central,Office Supplies,Storage,27.24,3,0.2,2.724
26-11-2011,Second Class,JE-15745,Consumer,Houston,Texas,TX,Central,Furniture,Furnishings,19.3,5,0.6,-14.475
13-06-2013,First Class,SC-20770,Corporate,Decatur,Alabama,AL,South,Office Supplies,Appliances,208.16,1,0,56.2032
13-06-2013,First Class,SC-20770,Corporate,Decatur,Alabama,AL,South,Office Supplies,Binders,16.74,3,0,8.0352
12-10-2011,Standard Class,DN-13690,Consumer,San Francisco,California,CA,West,Office Supplies,Art,14.9,5,0,4.172
12-10-2011,Standard Class,DN-13690,Consumer,San Francisco,California,CA,West,Office Supplies,Storage,21.39,1,0,6.2031
03-09-2012,Standard Class,JC-16105,Corporate,Durham,North Carolina,NC,South,Office Supplies,Envelopes,200.984,7,0.2,62.8075
14-11-2014,First Class,CS-12400,Home Office,Chicago,Illinois,IL,Central,Office Supplies,Storage,230.376,3,0.2,-48.9549
29-05-2014,Second Class,PO-18865,Consumer,Columbia,South Carolina,SC,South,Furniture,Chairs,301.96,2,0,33.2156
27-10-2014,Standard Class,PG-18895,Consumer,Rochester,Minnesota,MN,Central,Technology,Accessories,19.99,1,0,6.7966
27-10-2014,Standard Class,PG-18895,Consumer,Rochester,Minnesota,MN,Central,Office Supplies,Labels,6.16,2,0,2.9568
06-04-2013,Second Class,GM-14455,Home Office,Houston,Texas,TX,Central,Office Supplies,Storage,158.368,7,0.2,13.8572
18-09-2013,Standard Class,JS-15685,Corporate,Los Angeles,California,CA,West,Office Supplies,Art,20.1,3,0,6.633
18-09-2013,Standard Class,JS-15685,Corporate,Los Angeles,California,CA,West,Technology,Phones,73.584,2,0.2,8.2782
18-09-2013,Standard Class,JS-15685,Corporate,Los Angeles,California,CA,West,Office Supplies,Paper,6.48,1,0,3.1104
31-01-2012,Second Class,KB-16315,Consumer,Minneapolis,Minnesota,MN,Central,Office Supplies,Paper,12.96,2,0,6.2208
31-01-2012,Second Class,KB-16315,Consumer,Minneapolis,Minnesota,MN,Central,Furniture,Furnishings,53.34,3,0,16.5354
31-01-2012,Second Class,KB-16315,Consumer,Minneapolis,Minnesota,MN,Central,Office Supplies,Binders,32.96,2,0,16.1504
07-11-2014,Standard Class,RB-19705,Home Office,Portland,Oregon,OR,West,Office Supplies,Binders,5.682,1,0.7,-3.788
10-11-2014,Second Class,PN-18775,Home Office,New York City,New York,NY,East,Furniture,Furnishings,96.53,7,0,40.5426
18-06-2014,First Class,KD-16345,Consumer,San Francisco,California,CA,West,Office Supplies,Binders,51.312,3,0.2,17.9592
07-09-2013,Standard Class,ER-13855,Corporate,Saint Paul,Minnesota,MN,Central,Office Supplies,Appliances,77.88,6,0,22.5852
30-08-2013,Standard Class,RB-19465,Home Office,Chicago,Illinois,IL,Central,Office Supplies,Paper,64.624,7,0.2,22.6184
30-08-2013,Standard Class,RB-19465,Home Office,Chicago,Illinois,IL,Central,Technology,Accessories,95.976,3,0.2,-10.7973
30-08-2013,Standard Class,RB-19465,Home Office,Chicago,Illinois,IL,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396
02-12-2013,Second Class,GZ-14470,Consumer,Rochester,Minnesota,MN,Central,Office Supplies,Paper,23.92,4,0,11.7208
13-11-2012,Standard Class,LC-16870,Consumer,Aurora,Colorado,CO,West,Technology,Accessories,238.896,6,0.2,-26.8758
13-11-2012,Standard Class,LC-16870,Consumer,Aurora,Colorado,CO,West,Furniture,Furnishings,102.36,3,0.2,-3.8385
13-11-2012,Standard Class,LC-16870,Consumer,Aurora,Colorado,CO,West,Office Supplies,Binders,36.882,3,0.7,-25.8174
24-11-2014,Standard Class,JM-15250,Consumer,Charlotte,North Carolina,NC,South,Technology,Accessories,74.112,8,0.2,17.6016
24-11-2014,Standard Class,JM-15250,Consumer,Charlotte,North Carolina,NC,South,Technology,Phones,27.992,1,0.2,2.0994
24-11-2014,Standard Class,JM-15250,Consumer,Charlotte,North Carolina,NC,South,Office Supplies,Art,3.304,1,0.2,1.0738
15-10-2012,Standard Class,PA-19060,Home Office,Orland Park,Illinois,IL,Central,Technology,Accessories,339.96,5,0.2,67.992
26-12-2014,Standard Class,CV-12805,Corporate,New York City,New York,NY,East,Furniture,Furnishings,41.96,2,0,10.9096
04-11-2013,Standard Class,CL-12565,Consumer,Urbandale,Iowa,IA,Central,Office Supplies,Art,75.96,2,0,22.788
04-11-2013,Standard Class,CL-12565,Consumer,Urbandale,Iowa,IA,Central,Office Supplies,Binders,27.24,6,0,13.3476
25-08-2011,Second Class,RC-19960,Consumer,Columbus,Ohio,OH,East,Office Supplies,Fasteners,40.096,14,0.2,14.5348
25-08-2011,Second Class,RC-19960,Consumer,Columbus,Ohio,OH,East,Office Supplies,Envelopes,4.72,2,0.2,1.652
25-08-2011,Second Class,RC-19960,Consumer,Columbus,Ohio,OH,East,Office Supplies,Paper,23.976,3,0.2,7.4925
25-08-2011,Second Class,RC-19960,Consumer,Columbus,Ohio,OH,East,Office Supplies,Envelopes,130.464,6,0.2,44.0316
02-03-2012,Standard Class,DK-13090,Consumer,Seattle,Washington,WA,West,Furniture,Tables,787.53,3,0,165.3813
05-04-2012,Standard Class,GG-14650,Corporate,Bristol,Tennessee,TN,South,Office Supplies,Binders,157.794,1,0.7,-115.7156
13-06-2013,First Class,SC-20725,Consumer,Wilmington,Delaware,DE,East,Furniture,Furnishings,47.04,3,0,18.3456
13-06-2013,First Class,SC-20725,Consumer,Wilmington,Delaware,DE,East,Office Supplies,Binders,30.84,4,0,13.878
13-06-2013,First Class,SC-20725,Consumer,Wilmington,Delaware,DE,East,Office Supplies,Storage,226.56,6,0,63.4368
13-06-2013,First Class,SC-20725,Consumer,Wilmington,Delaware,DE,East,Office Supplies,Envelopes,115.02,9,0,51.759
13-06-2013,First Class,SC-20725,Consumer,Wilmington,Delaware,DE,East,Technology,Phones,68.04,7,0,19.7316
26-12-2011,Second Class,AD-10180,Home Office,Houston,Texas,TX,Central,Furniture,Chairs,600.558,3,0.3,-8.5794
20-09-2011,Standard Class,PF-19165,Consumer,Bloomington,Illinois,IL,Central,Furniture,Tables,617.7,6,0.5,-407.682
06-11-2014,Standard Class,TS-21610,Consumer,Phoenix,Arizona,AZ,West,Office Supplies,Binders,2.388,2,0.7,-1.8308
06-11-2014,Standard Class,TS-21610,Consumer,Phoenix,Arizona,AZ,West,Office Supplies,Storage,243.992,7,0.2,30.499
07-11-2013,Second Class,LS-16975,Home Office,Los Angeles,California,CA,West,Furniture,Chairs,81.424,2,0.2,-9.1602
07-11-2013,Second Class,LS-16975,Home Office,Los Angeles,California,CA,West,Furniture,Furnishings,238.56,3,0,26.2416
03-02-2014,First Class,DW-13585,Corporate,Columbus,Ohio,OH,East,Technology,Phones,59.97,5,0.4,-11.994
03-02-2014,First Class,DW-13585,Corporate,Columbus,Ohio,OH,East,Office Supplies,Paper,78.304,2,0.2,29.364
03-02-2014,First Class,DW-13585,Corporate,Columbus,Ohio,OH,East,Office Supplies,Fasteners,21.456,9,0.2,6.9732
14-10-2013,Standard Class,LC-16885,Consumer,Roseville,California,CA,West,Office Supplies,Paper,20.04,3,0,9.6192
14-10-2013,Standard Class,LC-16885,Consumer,Roseville,California,CA,West,Office Supplies,Paper,35.44,1,0,16.6568
14-10-2013,Standard Class,LC-16885,Consumer,Roseville,California,CA,West,Office Supplies,Art,11.52,4,0,3.456
14-10-2013,Standard Class,LC-16885,Consumer,Roseville,California,CA,West,Office Supplies,Fasteners,4.02,2,0,1.9698
14-10-2013,Standard Class,LC-16885,Consumer,Roseville,California,CA,West,Office Supplies,Binders,76.176,3,0.2,26.6616
14-10-2013,Standard Class,LC-16885,Consumer,Roseville,California,CA,West,Office Supplies,Supplies,65.88,6,0,18.4464
14-10-2013,Standard Class,LC-16885,Consumer,Roseville,California,CA,West,Furniture,Furnishings,43.12,14,0,20.6976
06-09-2013,Second Class,JD-15895,Corporate,Philadelphia,Pennsylvania,PA,East,Furniture,Furnishings,82.8,2,0.2,10.35
19-09-2014,Standard Class,SH-19975,Corporate,San Francisco,California,CA,West,Office Supplies,Art,8.82,3,0,2.3814
19-09-2014,Standard Class,SH-19975,Corporate,San Francisco,California,CA,West,Office Supplies,Envelopes,10.86,3,0,5.1042
19-09-2014,Standard Class,SH-19975,Corporate,San Francisco,California,CA,West,Office Supplies,Paper,143.7,3,0,68.976
23-12-2014,Standard Class,SG-20080,Consumer,Independence,Missouri,MO,Central,Office Supplies,Appliances,839.43,3,0,218.2518
07-09-2012,Standard Class,HA-14920,Consumer,Pasadena,California,CA,West,Office Supplies,Storage,671.93,7,0,20.1579
22-10-2011,Standard Class,MG-17680,Home Office,Newark,Ohio,OH,East,Furniture,Furnishings,93.888,4,0.2,12.9096
06-12-2013,Standard Class,JE-16165,Corporate,Franklin,Wisconsin,WI,Central,Technology,Phones,384.45,11,0,103.8015
06-12-2013,Standard Class,JE-16165,Corporate,Franklin,Wisconsin,WI,Central,Technology,Phones,149.97,3,0,5.9988
06-12-2013,Standard Class,JE-16165,Corporate,Franklin,Wisconsin,WI,Central,Furniture,Chairs,1951.84,8,0,585.552
06-12-2013,Standard Class,JE-16165,Corporate,Franklin,Wisconsin,WI,Central,Office Supplies,Binders,171.55,5,0,80.6285
14-03-2013,First Class,TW-21025,Home Office,Scottsdale,Arizona,AZ,West,Office Supplies,Appliances,157.92,5,0.2,17.766
14-03-2013,First Class,TW-21025,Home Office,Scottsdale,Arizona,AZ,West,Technology,Phones,203.184,2,0.2,15.2388
31-05-2012,First Class,SP-20650,Corporate,San Jose,California,CA,West,Office Supplies,Paper,58.38,7,0,26.271
31-05-2012,First Class,SP-20650,Corporate,San Jose,California,CA,West,Office Supplies,Paper,105.52,4,0,48.5392
31-05-2012,First Class,SP-20650,Corporate,San Jose,California,CA,West,Office Supplies,Storage,80.88,6,0,21.0288
28-05-2012,Standard Class,NK-18490,Home Office,Seattle,Washington,WA,West,Office Supplies,Art,6.63,3,0,1.7901
01-03-2011,Second Class,DB-13060,Consumer,Seattle,Washington,WA,West,Furniture,Chairs,457.568,2,0.2,51.4764
21-11-2013,Standard Class,NP-18670,Consumer,Edmond,Oklahoma,OK,Central,Office Supplies,Labels,14.62,2,0,6.8714
21-11-2013,Standard Class,NP-18670,Consumer,Edmond,Oklahoma,OK,Central,Technology,Phones,944.93,7,0,236.2325
12-05-2013,First Class,TT-21070,Consumer,Los Angeles,California,CA,West,Office Supplies,Paper,5.98,1,0,2.691
28-12-2012,Second Class,EM-13960,Consumer,Philadelphia,Pennsylvania,PA,East,Technology,Accessories,54.384,2,0.2,1.3596
17-11-2013,Standard Class,RD-19900,Consumer,Carlsbad,New Mexico,NM,West,Office Supplies,Envelopes,28.4,5,0,13.348
08-11-2013,Standard Class,MJ-17740,Consumer,Seattle,Washington,WA,West,Office Supplies,Binders,27.68,2,0.2,9.688
08-09-2011,Standard Class,BM-11140,Consumer,San Antonio,Texas,TX,Central,Office Supplies,Art,9.936,3,0.2,2.7324
08-09-2011,Standard Class,BM-11140,Consumer,San Antonio,Texas,TX,Central,Technology,Machines,8159.952,8,0.4,-1359.992
08-09-2011,Standard Class,BM-11140,Consumer,San Antonio,Texas,TX,Central,Office Supplies,Storage,275.928,3,0.2,-58.6347
08-09-2011,Standard Class,BM-11140,Consumer,San Antonio,Texas,TX,Central,Furniture,Chairs,1740.06,9,0.3,-24.858
08-09-2011,Standard Class,BM-11140,Consumer,San Antonio,Texas,TX,Central,Office Supplies,Art,32.064,6,0.2,6.8136
08-09-2011,Standard Class,BM-11140,Consumer,San Antonio,Texas,TX,Central,Office Supplies,Appliances,177.98,5,0.8,-453.849
08-09-2011,Standard Class,BM-11140,Consumer,San Antonio,Texas,TX,Central,Technology,Phones,143.976,3,0.2,8.9985
05-08-2011,Standard Class,CS-12130,Consumer,Los Angeles,California,CA,West,Office Supplies,Paper,20.94,3,0,9.8418
05-08-2011,Standard Class,CS-12130,Consumer,Los Angeles,California,CA,West,Office Supplies,Paper,110.96,2,0,53.2608
05-08-2011,Standard Class,CS-12130,Consumer,Los Angeles,California,CA,West,Furniture,Chairs,340.144,7,0.2,21.259
14-09-2011,Standard Class,JB-15400,Corporate,Chicago,Illinois,IL,Central,Office Supplies,Appliances,52.448,2,0.8,-131.12
14-09-2011,Standard Class,JB-15400,Corporate,Chicago,Illinois,IL,Central,Office Supplies,Labels,20.16,4,0.2,6.552
22-04-2014,Second Class,SJ-20500,Consumer,Houston,Texas,TX,Central,Office Supplies,Appliances,97.264,4,0.8,-243.16
21-11-2012,Second Class,JE-15745,Consumer,Newark,Ohio,OH,East,Furniture,Chairs,396.802,7,0.3,-11.3372
21-11-2012,Second Class,JE-15745,Consumer,Newark,Ohio,OH,East,Office Supplies,Supplies,15.88,5,0.2,-3.7715
15-12-2012,Standard Class,JK-15640,Home Office,New York City,New York,NY,East,Office Supplies,Art,3.28,1,0,1.4104
05-12-2011,Second Class,DK-13150,Corporate,Decatur,Illinois,IL,Central,Office Supplies,Storage,24.816,2,0.2,1.8612
05-12-2011,Second Class,DK-13150,Corporate,Decatur,Illinois,IL,Central,Technology,Accessories,408.744,7,0.2,76.6395
19-11-2011,Second Class,RM-19675,Home Office,Monroe,Louisiana,LA,South,Technology,Phones,503.96,4,0,131.0296
19-11-2011,Second Class,RM-19675,Home Office,Monroe,Louisiana,LA,South,Technology,Phones,149.95,5,0,41.986
19-11-2011,Second Class,RM-19675,Home Office,Monroe,Louisiana,LA,South,Technology,Accessories,29,2,0,7.25
29-11-2013,Standard Class,SK-19990,Consumer,Fairfield,Connecticut,CT,East,Office Supplies,Binders,7.16,2,0,3.4368
26-08-2011,Standard Class,FM-14290,Home Office,Los Angeles,California,CA,West,Technology,Accessories,176.8,8,0,22.984
17-07-2013,Standard Class,AM-10360,Corporate,Grand Prairie,Texas,TX,Central,Office Supplies,Storage,37.224,3,0.2,3.7224
17-07-2013,Standard Class,AM-10360,Corporate,Grand Prairie,Texas,TX,Central,Office Supplies,Paper,20.016,3,0.2,6.255
12-10-2012,First Class,MP-17470,Home Office,New York City,New York,NY,East,Furniture,Bookcases,899.136,4,0.2,112.392
12-10-2012,First Class,MP-17470,Home Office,New York City,New York,NY,East,Technology,Phones,71.76,6,0,20.0928
12-10-2012,First Class,MP-17470,Home Office,New York City,New York,NY,East,Office Supplies,Paper,51.84,8,0,24.8832
12-10-2012,First Class,MP-17470,Home Office,New York City,New York,NY,East,Furniture,Bookcases,626.352,3,0.2,46.9764
12-10-2012,First Class,MP-17470,Home Office,New York City,New York,NY,East,Office Supplies,Art,19.9,5,0,6.567
31-10-2012,Standard Class,MZ-17515,Corporate,Redlands,California,CA,West,Office Supplies,Envelopes,14.28,7,0,6.7116
21-03-2011,Standard Class,CB-12025,Consumer,Hamilton,Ohio,OH,East,Office Supplies,Art,7.408,2,0.2,1.2038
21-03-2011,Standard Class,CB-12025,Consumer,Hamilton,Ohio,OH,East,Office Supplies,Art,6.048,3,0.2,1.5876
07-11-2014,Standard Class,VM-21685,Home Office,Westfield,New Jersey,NJ,East,Office Supplies,Storage,46.26,3,0,12.0276
07-07-2014,Standard Class,FH-14365,Corporate,Philadelphia,Pennsylvania,PA,East,Office Supplies,Binders,2.946,2,0.7,-2.2586
07-07-2014,Standard Class,FH-14365,Corporate,Philadelphia,Pennsylvania,PA,East,Office Supplies,Paper,16.056,3,0.2,5.8203
25-06-2014,Standard Class,MB-17305,Consumer,Akron,Ohio,OH,East,Office Supplies,Paper,21.744,3,0.2,6.795
03-08-2011,First Class,BS-11755,Consumer,Denver,Colorado,CO,West,Furniture,Tables,218.75,2,0.5,-161.875
03-08-2011,First Class,BS-11755,Consumer,Denver,Colorado,CO,West,Office Supplies,Appliances,2.6,1,0.2,0.2925
18-12-2014,Second Class,LC-17140,Consumer,Dallas,Texas,TX,Central,Office Supplies,Appliances,66.284,2,0.8,-178.9668
04-06-2014,Standard Class,HK-14890,Corporate,Franklin,Tennessee,TN,South,Furniture,Furnishings,35.168,7,0.2,9.6712
10-12-2014,Standard Class,LE-16810,Consumer,Whittier,California,CA,West,Technology,Phones,444.768,4,0.2,44.4768
02-12-2014,Standard Class,JH-15985,Consumer,Saginaw,Michigan,MI,Central,Office Supplies,Storage,83.92,4,0,5.8744
02-12-2014,Standard Class,JH-15985,Consumer,Saginaw,Michigan,MI,Central,Technology,Phones,131.98,2,0,35.6346
02-12-2014,Standard Class,JH-15985,Consumer,Saginaw,Michigan,MI,Central,Office Supplies,Binders,15.92,4,0,7.4824
02-12-2014,Standard Class,JH-15985,Consumer,Saginaw,Michigan,MI,Central,Office Supplies,Fasteners,52.29,9,0,16.2099
02-12-2014,Standard Class,JH-15985,Consumer,Saginaw,Michigan,MI,Central,Office Supplies,Storage,91.99,1,0,3.6796
09-02-2012,Second Class,MS-17980,Corporate,Dallas,Texas,TX,Central,Technology,Accessories,20.8,2,0.2,6.5
02-01-2012,Standard Class,VW-21775,Corporate,Medina,Ohio,OH,East,Office Supplies,Labels,23.68,2,0.2,8.88
02-01-2012,Standard Class,VW-21775,Corporate,Medina,Ohio,OH,East,Furniture,Bookcases,452.45,5,0.5,-244.323
02-01-2012,Standard Class,VW-21775,Corporate,Medina,Ohio,OH,East,Technology,Phones,62.982,3,0.4,-14.6958
02-01-2012,Standard Class,VW-21775,Corporate,Medina,Ohio,OH,East,Technology,Machines,1188,9,0.7,-950.4
02-01-2012,Standard Class,VW-21775,Corporate,Medina,Ohio,OH,East,Technology,Accessories,89.584,2,0.2,4.4792
29-10-2013,Standard Class,JH-15910,Consumer,Los Angeles,California,CA,West,Office Supplies,Storage,93.06,6,0,26.0568
29-10-2013,Standard Class,JH-15910,Consumer,Los Angeles,California,CA,West,Technology,Phones,302.376,3,0.2,22.6782
